year,day_length_seconds,precipitation_mm,solar_radiation_langley,snow_water_equivalent_mm,vapor_pressure_pa,date,mean_temp_celsius,temp_range,sin_day,cos_day,month,weekday
2011,0.3124944754508886,-0.41545736907282815,1.5393627805831194,-0.12155942064351276,-0.2793365803637945,2011-04-04,0.2972036157752588,1.584096829631627,0.9988797155850336,-0.04732138832243185,-0.720550324063631,-1.5043694696785619
2011,0.3690571089188474,1.3714683868564355,0.4450299587730958,-0.12155942064351276,-0.9309940491510508,2011-04-06,-0.5818408675033989,1.739600187789148,0.9966589017541702,-0.08167639533042241,-0.720550324063631,-0.5001665696616183
2011,0.3690571089188474,-0.41545736907282815,1.5393627805831194,-0.12155942064351276,-0.44225094756060856,2011-04-07,0.041997152887906515,1.4285934714741058,0.9951053111006976,-0.09882013873287143,-0.720550324063631,0.0019348803468534734
2011,0.4254562665675347,-0.41545736907282815,1.3403931766176607,-0.12155942064351276,-0.1707270022325851,2011-04-08,0.2688473421211085,1.1175867551590632,0.9932568492674143,-0.11593459959550041,-0.720550324063631,0.5040363303553252
2011,0.4820189000354936,-0.41545736907282815,0.9756155693476531,-0.12155942064351276,0.2094065212266477,2011-04-11,0.552410078662611,0.4955733225289786,0.9859481499638304,-0.16705162550211924,-0.720550324063631,-1.5043694696785619
2011,0.4820189000354936,-0.41545736907282815,1.1414235726522022,-0.12155942064351276,0.04649215402983364,2011-04-12,0.4106287103918598,0.6510766806864998,0.9829265519799822,-0.18399835165768005,-0.720550324063631,-1.0022680196700902
2011,0.5384180576841809,0.1801845495702597,1.5062011799222097,-0.12155942064351276,-0.4965557366262133,2011-04-13,-0.07142794172869447,1.1175867551590632,0.9796136916454901,-0.20089055513063506,-0.720550324063631,-0.5001665696616183
2011,0.5384180576841809,-0.41545736907282815,1.6720091832267587,-0.12155942064351276,-0.550860525691818,2011-04-14,-0.09978421538284472,1.584096829631627,0.9760105506323683,-0.21772323039653177,-0.720550324063631,0.0019348803468534734
2011,0.5949806911521398,-0.41545736907282815,1.3735547772785706,-0.12155942064351276,-0.44225094756060856,2011-04-15,-0.04307166807454423,0.9620833970015421,0.9721181966290613,-0.23449138957040985,-0.720550324063631,0.5040363303553252
2011,0.6515433246200987,-0.41545736907282815,1.5393627805831194,-0.12155942064351276,-0.2793365803637945,2011-04-18,0.18377852115865775,1.2730901133165844,0.9587178169872964,-0.2843591872810034,-0.720550324063631,-1.5043694696785619
2011,0.6515433246200987,-0.41545736907282815,1.3735547772785706,-0.12155942064351276,0.04649215402983364,2011-04-19,0.4956975313543105,1.1175867551590632,0.9536809966304457,-0.30081980763566735,-0.720550324063631,-1.0022680196700902
2011,0.707942482268786,-0.41545736907282815,0.4781915594340061,-0.12155942064351276,0.6438448337514853,2011-04-20,0.779260267895813,-0.1264401101011061,0.9483615800121715,-0.3171912885891061,-0.720550324063631,-0.5001665696616183
2011,0.707942482268786,-0.41545736907282815,0.4781915594340061,-0.12155942064351276,0.3180160993578571,2011-04-21,0.4673412577001603,-0.28194346825862726,0.9427611433904207,-0.3334687789181868,-0.720550324063631,0.0019348803468534734
2011,0.707942482268786,1.3714683868564355,-0.9477572689851155,-0.12155942064351276,-0.1707270022325851,2011-04-22,-0.128140489036995,-1.0594602590462332,0.9368813462954315,-0.3496474552512284,-0.720550324063631,0.5040363303553252
2011,0.7645051157367447,-0.41545736907282815,1.2077467739740215,-0.12155942064351276,0.2094065212266477,2011-04-24,0.5807663523167612,0.6510766806864998,0.9242907221930933,-0.3816892202666588,-0.720550324063631,1.5082392303722687
2011,0.7645051157367447,-0.41545736907282815,0.41186835811218614,-0.12155942064351276,0.8067592009482993,2011-04-25,0.8643290888582638,-0.28194346825862726,0.9175836260593937,-0.39754281428255595,-0.720550324063631,-1.5043694696785619
2011,0.820904273385432,-0.41545736907282815,-0.21820205444510016,-0.12155942064351276,1.186892724407532,2011-04-26,0.9777541834748648,-0.903956900888712,0.9106046300942162,-0.4132786077829042,-0.720550324063631,-1.0022680196700902
2011,0.820904273385432,-0.41545736907282815,-0.38401005774964914,-0.12155942064351276,1.2955023025387415,2011-04-27,1.006110457129015,-1.0594602590462332,0.9033558023246845,-0.4288919379124835,-0.720550324063631,-0.5001665696616183
2011,0.820904273385432,3.754036061428787,-0.45033325907146854,-0.12155942064351276,0.5352352556202759,2011-04-28,0.665835173279212,-0.1264401101011061,0.895839290734909,-0.4443781781046132,-0.720550324063631,0.0019348803468534734
2011,0.8774669068533909,2.5627522241426113,0.21289875414672746,-0.12155942064351276,-0.22503179129818981,2011-04-29,0.18377852115865775,0.9620833970015421,0.8880573226294932,-0.45973273945210397,-0.720550324063631,0.5040363303553252
2011,0.8774669068533909,-0.41545736907282815,1.5393627805831194,-0.12155942064351276,-0.3336413694293992,2011-04-30,0.09870970019620702,1.1175867551590632,0.8800122039735357,-0.47495107206704995,-0.720550324063631,1.006137780363797
2011,0.9340295403213498,-0.41545736907282815,1.2740699752958409,-0.12155942064351276,-0.11642221316698043,2011-05-01,0.2688473421211085,0.806580038844021,0.8717063187093218,-0.4900286664290592,-0.433840164450272,1.5082392303722687
2011,0.9340295403213498,-0.41545736907282815,0.41186835811218614,-0.12155942064351276,0.4266256774890665,2011-05-02,0.5807663523167612,-0.28194346825862726,0.8631421280499114,-0.5049610547215204,-0.433840164450272,-1.5043694696785619
2011,0.9340295403213498,-0.41545736907282815,0.8429691667040138,-0.12155942064351276,0.3723208884234618,2011-05-03,0.6091226259709115,0.18456660621393625,0.854322169749827,-0.5197438121555155,-0.433840164450272,-1.0022680196700902
2011,0.9904286979700371,-0.41545736907282815,1.3735547772785706,-0.12155942064351276,-0.6051653147574226,2011-05-05,-0.354990678270197,0.4955733225289786,0.8359254794186372,-0.548842958284719,-0.433840164450272,0.0019348803468534734
2011,0.9904286979700371,-0.41545736907282815,1.3735547772785706,-0.12155942064351276,-0.550860525691818,2011-05-06,-0.24156558365359598,0.4955733225289786,0.8263541987239096,-0.5631507242749186,-0.433840164450272,0.5040363303553252
2011,1.046991331437996,0.7758264682133476,1.3403931766176607,-0.12155942064351276,-0.3336413694293992,2011-05-07,-0.01471539442039398,0.4955733225289786,0.8165380514459161,-0.5772916165517272,-0.433840164450272,1.006137780363797
2011,1.046991331437996,2.5627522241426113,-0.1850404537841899,-0.12155942064351276,-0.007812635035771048,2011-05-08,0.24049106846695825,0.029063248056415074,0.8064799463209448,-0.5912614448635781,-0.433840164450272,1.5082392303722687
2011,1.046991331437996,-0.41545736907282815,1.2740699752958409,-0.12155942064351276,-0.007812635035771048,2011-05-09,0.325559889429409,0.4955733225289786,0.7961828637826158,-0.6050560696488488,-0.433840164450272,-1.5043694696785619
2011,1.046991331437996,-0.41545736907282815,1.1745851733131119,-0.12155942064351276,0.2094065212266477,2011-05-10,0.552410078662611,0.4955733225289786,0.7856498550787147,-0.6186714032625031,-0.433840164450272,-1.0022680196700902
2011,1.1033904890866832,-0.41545736907282815,0.3123835561294571,-0.12155942064351276,0.5352352556202759,2011-05-11,0.5807663523167612,-0.5929501845736697,0.7748840413670407,-0.6321034111873487,-0.433840164450272,-0.5001665696616183
2011,1.1033904890866832,-0.41545736907282815,-0.7819492656805666,-0.12155942064351276,0.5895400446858805,2011-05-12,0.43898498404601,-1.6814736916763178,0.7638886127905428,-0.6453481132295501,-0.433840164450272,0.0019348803468534734
2011,1.1033904890866832,0.7758264682133476,-0.9145956683242058,-0.12155942064351276,0.6438448337514853,2011-05-13,0.4673412577001603,-1.8369770498338391,0.7526668275320085,-0.6584015846980488,-0.433840164450272,0.5040363303553252
2011,1.1599531225546422,1.3714683868564355,-1.2793732755942135,-0.12155942064351276,0.7524544118826946,2011-05-14,0.5807663523167612,-1.5259703335187966,0.7412220108485958,-0.6712599575675313,-0.433840164450272,1.006137780363797
2011,1.1599531225546422,1.3714683868564355,-0.7156260643587472,-0.12155942064351276,0.5352352556202759,2011-05-15,0.5240538050084608,-0.903956900888712,0.7295575540864875,-0.6839194216246106,-0.433840164450272,1.5082392303722687
2011,1.1599531225546422,3.754036061428787,-0.5498180610541982,-0.12155942064351276,0.3723208884234618,2011-05-16,0.43898498404601,-0.7484535427311908,0.717676913675962,-0.6963762255968722,-0.433840164450272,-1.5043694696785619
2011,1.1599531225546422,1.9671103054995234,-0.5829796617151078,-0.12155942064351276,0.15510173216104303,2011-05-17,0.24049106846695825,-0.903956900888712,0.705583610107178,-0.7086266782644596,-0.433840164450272,-1.0022680196700902
2011,1.216515756022601,1.9671103054995234,-0.4834948597323782,-0.12155942064351276,-0.06211742410137574,2011-05-18,0.01364087923375627,-0.903956900888712,0.6932812268869777,-0.7206671495538609,-0.433840164450272,-0.5001665696616183
2011,1.216515756022601,-0.41545736907282815,1.2409083746349312,-0.12155942064351276,-0.007812635035771048,2011-05-19,0.212134794812808,-0.1264401101011061,0.6807734094770161,-0.7324940716135789,-0.433840164450272,0.0019348803468534734
2011,1.216515756022601,-0.41545736907282815,1.4730395792613,-0.12155942064351276,0.15510173216104303,2011-05-20,0.4673412577001603,0.3400699643714574,0.6680638642135335,-0.7441039398713607,-0.433840164450272,0.5040363303553252
2011,1.2729149136712883,-0.41545736907282815,1.4730395792613,-0.12155942064351276,0.3723208884234618,2011-05-21,0.665835173279212,0.4955733225289786,0.6551563572090853,-0.7554933140726803,-0.433840164450272,1.006137780363797
2011,1.2729149136712883,-0.41545736907282815,1.3735547772785706,-0.12155942064351276,0.5895400446858805,2011-05-22,0.8359728152041135,0.4955733225289786,0.6420547132365637,-0.766658819300159,-0.433840164450272,1.5082392303722687
2011,1.2729149136712883,3.754036061428787,-0.08555565180146084,-0.12155942064351276,0.9153687790795086,2011-05-23,1.006110457129015,0.18456660621393625,0.6287628145958344,-0.7775971469736269,-0.433840164450272,-1.5043694696785619
2011,1.2729149136712883,-0.41545736907282815,1.0751003713303822,-0.12155942064351276,1.023978357210718,2011-05-24,1.0628230044373155,0.18456660621393625,0.6152845999633276,-0.7883050558305255,-0.433840164450272,-1.0022680196700902
2011,1.2729149136712883,-0.41545736907282815,1.3735547772785706,-0.12155942064351276,0.8067592009482993,2011-05-25,1.0344667307831652,0.6510766806864998,0.6016240632249226,-0.7987793728863649,-0.433840164450272,-0.5001665696616183
2011,1.3294775471392473,-0.41545736907282815,0.7766459653821938,-0.12155942064351276,1.2955023025387415,2011-05-26,1.1762480990539166,-0.1264401101011061,0.5877852522924732,-0.8090169943749473,-0.433840164450272,0.0019348803468534734
